doc_id,content,doc_type,topic,argument_type,metadata,full_context
1_97_premise,"The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published.",premise,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | PREMISE: The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published."
5_165_hypothesis,"The internet is a right. It's in their enlightened self-interest. And I will suggest that the WEF Global Agenda Council should catalogue, quantify, and demonstrate that self-interest in terms of the benefit the internet brings a nation in: 1. business – jobs created, efficiencies found, innovation sparked, entrepreneurism supported; 2. education – every human able to search all our digital knowledge, distributed university curricula, the growth of the aggregated education, the pull toward literacy; 3. politics – the ability of citizens to coalesce and act, the increase in involvement in politics, the greater transparency enabled (which some politicians will not think is in their self-interest – but that is precisely why we will want this creed to separate democrats from dictators and the corrupt); 4. government – we have only begun to use connectivity to improve governance in its relationships with constituents and in efficiencies; 4. society – I argue in my book that staying connected may change the nature of relationships for the good – one-to-one and nation-to-nation.",hypothesis,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | HYPOTHESIS: The internet is a right. It's in their enlightened self-interest. And I will suggest that the WEF Global Agenda Council should catalogue, quantify, and demonstrate that self-interest in terms of the benefit the internet brings a nation in: 1. business – jobs created, efficiencies found, innovation sparked, entrepreneurism supported; 2. education – every human able to search all our digital knowledge, distributed university curricula, the growth of the aggregated education, the pull toward literacy; 3. politics – the ability of citizens to coalesce and act, the increase in involvement in politics, the greater transparency enabled (which some politicians will not think is in their self-interest – but that is precisely why we will want this creed to separate democrats from dictators and the corrupt); 4. government – we have only begun to use connectivity to improve governance in its relationships with constituents and in efficiencies; 4. society – I argue in my book that staying connected may change the nature of relationships for the good – one-to-one and nation-to-nation."
5_168_premise,"Name ""Cordoba House"" is a very direct historical indication that the Ground Zero mosque is all about conquest and thus an assertion of Islamist triumphalism.",premise,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | PREMISE: Name ""Cordoba House"" is a very direct historical indication that the Ground Zero mosque is all about conquest and thus an assertion of Islamist triumphalism."
5_168_hypothesis,"Cordoba House is a Muslim community center first; mosque second. Only the top floor of the mosque will be a prayer space. Most of Ground Zero Mosque will act as a Muslim community center, with a pool and exercise areas and spaces for other community-related activities that have very little to do with prayer. This just dampens the idea that this is somehow a hard core, or even radical, religious institution. It simply is not.",hypothesis,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | HYPOTHESIS: Cordoba House is a Muslim community center first; mosque second. Only the top floor of the mosque will be a prayer space. Most of Ground Zero Mosque will act as a Muslim community center, with a pool and exercise areas and spaces for other community-related activities that have very little to do with prayer. This just dampens the idea that this is somehow a hard core, or even radical, religious institution. It simply is not."
5_169_premise,"Victims' families view the imam's expressed plan to ""leverage"" the mosque's proximity to Ground Zero to engage in proselytizing and to ""grow the Muslim community"", as shockingly insensitive to the history of the site where their loved ones were slaughtered in the worst terrorist attack by extremist Muslims in America's history.",premise,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | PREMISE: Victims' families view the imam's expressed plan to ""leverage"" the mosque's proximity to Ground Zero to engage in proselytizing and to ""grow the Muslim community"", as shockingly insensitive to the history of the site where their loved ones were slaughtered in the worst terrorist attack by extremist Muslims in America's history."
5_169_hypothesis,"Cordoba House is a Muslim community center first; mosque second. Only the top floor of the mosque will be a prayer space. Most of Ground Zero Mosque will act as a Muslim community center, with a pool and exercise areas and spaces for other community-related activities that have very little to do with prayer. This just dampens the idea that this is somehow a hard core, or even radical, religious institution. It simply is not.",hypothesis,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | HYPOTHESIS: Cordoba House is a Muslim community center first; mosque second. Only the top floor of the mosque will be a prayer space. Most of Ground Zero Mosque will act as a Muslim community center, with a pool and exercise areas and spaces for other community-related activities that have very little to do with prayer. This just dampens the idea that this is somehow a hard core, or even radical, religious institution. It simply is not."
5_170_premise,"Victims' families view the imam's expressed plan to ""leverage"" the mosque's proximity to Ground Zero to engage in proselytizing and to ""grow the Muslim community"", as shockingly insensitive to the history of the site where their loved ones were slaughtered in the worst terrorist attack by extremist Muslims in America's history.",premise,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | PREMISE: Victims' families view the imam's expressed plan to ""leverage"" the mosque's proximity to Ground Zero to engage in proselytizing and to ""grow the Muslim community"", as shockingly insensitive to the history of the site where their loved ones were slaughtered in the worst terrorist attack by extremist Muslims in America's history."
5_170_hypothesis,"Intentions of ground zero mosque developers are pure. State Department Spokesman P.J. Crowley said: ""We have a long-term relationship with Imam Faisal Abdul Rauf. His work on tolerance and religious diversity is well-known and he brings a moderate perspective to foreign audiences on what it's like to be a practicing Muslim in the United States"".",hypothesis,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | HYPOTHESIS: Intentions of ground zero mosque developers are pure. State Department Spokesman P.J. Crowley said: ""We have a long-term relationship with Imam Faisal Abdul Rauf. His work on tolerance and religious diversity is well-known and he brings a moderate perspective to foreign audiences on what it's like to be a practicing Muslim in the United States""."
5_171_premise,"Name ""Cordoba House"" is a very direct historical indication that the Ground Zero mosque is all about conquest and thus an assertion of Islamist triumphalism.",premise,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | PREMISE: Name ""Cordoba House"" is a very direct historical indication that the Ground Zero mosque is all about conquest and thus an assertion of Islamist triumphalism."
5_171_hypothesis,"Intentions of ground zero mosque developers are pure. State Department Spokesman P.J. Crowley said: ""We have a long-term relationship with Imam Faisal Abdul Rauf. His work on tolerance and religious diversity is well-known and he brings a moderate perspective to foreign audiences on what it's like to be a practicing Muslim in the United States"".",hypothesis,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | HYPOTHESIS: Intentions of ground zero mosque developers are pure. State Department Spokesman P.J. Crowley said: ""We have a long-term relationship with Imam Faisal Abdul Rauf. His work on tolerance and religious diversity is well-known and he brings a moderate perspective to foreign audiences on what it's like to be a practicing Muslim in the United States""."
5_172_premise,"Name ""Cordoba House"" is about past period of tolerance. Imam Feisal says he chose ""Cordoba"" in recollection of a time when the rest of Europe had sunk into the Dark Ages but Muslims, Jews and Christians created an oasis of art, culture and science. Mr Gingrich sees only a ""deliberate insult"", a reminder of a period when Muslim conquerors ruled Spain. Like Mr bin Laden, Mr Gingrich is apparently still relitigating the victories and defeats of religious wars fought in Europe and the Middle East centuries ago.",premise,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | PREMISE: Name ""Cordoba House"" is about past period of tolerance. Imam Feisal says he chose ""Cordoba"" in recollection of a time when the rest of Europe had sunk into the Dark Ages but Muslims, Jews and Christians created an oasis of art, culture and science. Mr Gingrich sees only a ""deliberate insult"", a reminder of a period when Muslim conquerors ruled Spain. Like Mr bin Laden, Mr Gingrich is apparently still relitigating the victories and defeats of religious wars fought in Europe and the Middle East centuries ago."
5_172_hypothesis,"Name ""Cordoba House"" indicates nefarious intent of mosque. The true intentions of Rauf are also revealed by the name initially proposed for the Ground Zero mosque— ""Cordoba House"" — which is named for a city in Spain where a conquering Muslim army replaced a church with a mosque.",hypothesis,Groundzeromosque,attack,TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack,"TOPIC: Groundzeromosque | ARGUMENT_TYPE: attack | HYPOTHESIS: Name ""Cordoba House"" indicates nefarious intent of mosque. The true intentions of Rauf are also revealed by the name initially proposed for the Ground Zero mosque— ""Cordoba House"" — which is named for a city in Spain where a conquering Muslim army replaced a church with a mosque."
5_173_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_173_hypothesis,"Conscription during peacetime would mean that the country was prepared for emergencies when they happened, rather than having to prepare after the fact.",hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Conscription during peacetime would mean that the country was prepared for emergencies when they happened, rather than having to prepare after the fact."
5_174_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_174_hypothesis,Service helps connect and check military with civilians. A necessary means to ensure the defence forces maintain a close relationship to civil society in order to prevent a repeat of the way in which the Nazi party was able to manipulate professional soldiers in the 1930s.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Service helps connect and check military with civilians. A necessary means to ensure the defence forces maintain a close relationship to civil society in order to prevent a repeat of the way in which the Nazi party was able to manipulate professional soldiers in the 1930s.
5_175_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_175_hypothesis,The presidents children are in the military; congresses children are in the military. How fast would they be to go to war with the knowledge that their children would be deployed? Not as fast as they were willing to in the past. The government would defiantly become more willing to look at other options before leaping headfirst into a major conflict.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: The presidents children are in the military; congresses children are in the military. How fast would they be to go to war with the knowledge that their children would be deployed? Not as fast as they were willing to in the past. The government would defiantly become more willing to look at other options before leaping headfirst into a major conflict.
5_176_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_176_hypothesis,Mandatory service is a very cost-efficient defence solution. Many European countries who have abandoned military service have had lots of problems recruiting.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Mandatory service is a very cost-efficient defence solution. Many European countries who have abandoned military service have had lots of problems recruiting.
5_177_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_177_hypothesis,"Service necessary for some geographically threatened states. Henrik Trasberg, a 20-year-old law student who is at the moment serving in the 4th Single Infantry Battalion in Johvi as a driver, thinks that mandatory military service is necessary: ""Our geographic location and historical backround forces Estonia to have a good defense capacity.",hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Service necessary for some geographically threatened states. Henrik Trasberg, a 20-year-old law student who is at the moment serving in the 4th Single Infantry Battalion in Johvi as a driver, thinks that mandatory military service is necessary: ""Our geographic location and historical backround forces Estonia to have a good defense capacity."
5_178_premise,"Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy.""",premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: Unnecessary to train whole nation to prepare for threats. Suhail Al-Enizi, aged 28, argued in 2010 that military service in Kuwait should not be mandatory: ""I am certain that we have enough soldiers in the army. We don't need to train the entire nation in order to be ready for threats; we are not in a police state. This is a democracy."""
5_178_hypothesis,"Swedish brigadier general Bengt Axelsson responded to the phasing out of Sweden's military in 2009: ""I want to raise a warning finger. It's not going to be possible to achieve the volume of soldiers people are now counting on having by relying on volunteers"".",hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Swedish brigadier general Bengt Axelsson responded to the phasing out of Sweden's military in 2009: ""I want to raise a warning finger. It's not going to be possible to achieve the volume of soldiers people are now counting on having by relying on volunteers""."
5_179_premise,No justification for mandatory service where no threat exists.,premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: No justification for mandatory service where no threat exists.
5_179_hypothesis,Service helps connect and check military with civilians. A necessary means to ensure the defence forces maintain a close relationship to civil society in order to prevent a repeat of the way in which the Nazi party was able to manipulate professional soldiers in the 1930s.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Service helps connect and check military with civilians. A necessary means to ensure the defence forces maintain a close relationship to civil society in order to prevent a repeat of the way in which the Nazi party was able to manipulate professional soldiers in the 1930s.
5_180_premise,No justification for mandatory service where no threat exists.,premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: No justification for mandatory service where no threat exists.
5_180_hypothesis,The presidents children are in the military; congresses children are in the military. How fast would they be to go to war with the knowledge that their children would be deployed? Not as fast as they were willing to in the past. The government would defiantly become more willing to look at other options before leaping headfirst into a major conflict.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: The presidents children are in the military; congresses children are in the military. How fast would they be to go to war with the knowledge that their children would be deployed? Not as fast as they were willing to in the past. The government would defiantly become more willing to look at other options before leaping headfirst into a major conflict.
5_181_premise,No justification for mandatory service where no threat exists.,premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: No justification for mandatory service where no threat exists.
5_181_hypothesis,Mandatory service is a very cost-efficient defence solution. Many European countries who have abandoned military service have had lots of problems recruiting.,hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Mandatory service is a very cost-efficient defence solution. Many European countries who have abandoned military service have had lots of problems recruiting.
5_182_premise,No justification for mandatory service where no threat exists.,premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: No justification for mandatory service where no threat exists.
5_182_hypothesis,"Service necessary for some geographically threatened states. Henrik Trasberg, a 20-year-old law student who is at the moment serving in the 4th Single Infantry Battalion in Johvi as a driver, thinks that mandatory military service is necessary: ""Our geographic location and historical backround forces Estonia to have a good defense capacity.",hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Service necessary for some geographically threatened states. Henrik Trasberg, a 20-year-old law student who is at the moment serving in the 4th Single Infantry Battalion in Johvi as a driver, thinks that mandatory military service is necessary: ""Our geographic location and historical backround forces Estonia to have a good defense capacity."
5_183_premise,No justification for mandatory service where no threat exists.,premise,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack | PREMISE: No justification for mandatory service where no threat exists.
5_183_hypothesis,"Swedish brigadier general Bengt Axelsson responded to the phasing out of Sweden's military in 2009: ""I want to raise a warning finger. It's not going to be possible to achieve the volume of soldiers people are now counting on having by relying on volunteers"".",hypothesis,Militaryservice,attack,TOPIC: Militaryservice | ARGUMENT_TYPE: attack,"TOPIC: Militaryservice | ARGUMENT_TYPE: attack | HYPOTHESIS: Swedish brigadier general Bengt Axelsson responded to the phasing out of Sweden's military in 2009: ""I want to raise a warning finger. It's not going to be possible to achieve the volume of soldiers people are now counting on having by relying on volunteers""."
5_184_premise,"No-fly zone supports rebels, whose intentions we don't know. This would mean actively siding with rebels whose goals other than overthrowing Gaddafi we don't know.",premise,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | PREMISE: No-fly zone supports rebels, whose intentions we don't know. This would mean actively siding with rebels whose goals other than overthrowing Gaddafi we don't know."
5_184_hypothesis,"Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed.",hypothesis,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | HYPOTHESIS: Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed."
5_185_premise,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",premise,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | PREMISE: No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support."
5_185_hypothesis,"No-fly zone would significantly benefit Libyan rebels. General McPeak said to New York Times: ""I think it would have a real impact. It might change their calculation of who might come out on top. Just the mere announcement of this might have an impact"".",hypothesis,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | HYPOTHESIS: No-fly zone would significantly benefit Libyan rebels. General McPeak said to New York Times: ""I think it would have a real impact. It might change their calculation of who might come out on top. Just the mere announcement of this might have an impact""."
5_186_premise,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",premise,Noflyzone,neutral,TOPIC: Noflyzone | ARGUMENT_TYPE: neutral,"TOPIC: Noflyzone | ARGUMENT_TYPE: neutral | PREMISE: No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support."
5_186_hypothesis,"Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed.",hypothesis,Noflyzone,neutral,TOPIC: Noflyzone | ARGUMENT_TYPE: neutral,"TOPIC: Noflyzone | ARGUMENT_TYPE: neutral | HYPOTHESIS: Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed."
5_187_premise,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",premise,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | PREMISE: No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support."
5_187_hypothesis,"Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy.",hypothesis,Noflyzone,attack,TOPIC: Noflyzone | ARGUMENT_TYPE: attack,"TOPIC: Noflyzone | ARGUMENT_TYPE: attack | HYPOTHESIS: Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy."
5_188_premise,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",premise,Noflyzone,neutral,TOPIC: Noflyzone | ARGUMENT_TYPE: neutral,"TOPIC: Noflyzone | ARGUMENT_TYPE: neutral | PREMISE: No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support."
