file_id,pair_id,topic,task,premise_id,premise_text,hypothesis_id,hypothesis_text,argument_type,original_entailment,original_argument,complex_attack_type,source_file,unique_id,content_length
5,90,Sobrietytest,ARG,3,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,10.0,"RBT has been successful in countries that implement it. The Australian RBT programs, which have been the most extensively studied, have resulted in dramatic reductions in impaired driving deaths and injuries. For example in Queensland, RBT was estimated to have reduc­ed total fatal crashes by 35% between 1988 and 1992, preventing 789 fatal crashes in that period. In Tasmania, RBT was credited with reducing all serious crashes by 24% in its first year. Similar results have been reported in a number of other countries. Most recently, Ireland’s introduction of RBT in July 2006 was reported to have reduced total annual road fatalities by 19% from the preceding 12 months.",attack,contradiction,attack,mediated,data\5.csv,5_90,843
5,91,Sobrietytest,ARG,3,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,7.0,"Random alcohol tests are more effective than alternative measures. The federal Justice Department of Canada moved to implement Random Breath Testing (RBT), concluding: ""a system of random checks is more effective than a combination of other measures such as a lower threshold for blood alcohol level and more frequent RIDE checkpoints"".",attack,contradiction,attack,mediated,data\5.csv,5_91,504
5,92,Sobrietytest,ARG,3,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,5.0,"Random alcohol breath tests reduce accidents, save lives. The Centers for Disease Control, in a 2002 Traffic Injury Prevention report, found that in general, the number of alcohol related crashes was reduced by 20% in states that implement sobriety checkpoints compared to those that do not.",attack,,attack,mediated,data\5.csv,5_92,459
5,93,Sobrietytest,ARG,3,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,9.0,"Millions of Canadians continue to drink and drive because they can do so with little fear of being stopped, let alone charged and convicted. Recent survey results and charge and conviction data indicate you could drive drunk once a week for more than 3 years before ever being charged with an impaired driving offence, and for over 6 years before ever being convicted. Other survey data would put the figures closer to 6 and a half years before a charge, and nearly 13 years before a conviction.",attack,,attack,mediated,data\5.csv,5_93,663
5,94,Sobrietytest,ARG,11,"Of course drink driving is wrong. You are wasting time trying to convince us of that – we all know it. The debate has to be about whether random testing will do anything, and whether it is proportionate to the problem concerned. People still continue to drink drive regardless of knowing they are breaking the law and aware that they may be breath tested. Roads and transport ministers in Australia have even been booked for drink driving.",10.0,"RBT has been successful in countries that implement it. The Australian RBT programs, which have been the most extensively studied, have resulted in dramatic reductions in impaired driving deaths and injuries. For example in Queensland, RBT was estimated to have reduc­ed total fatal crashes by 35% between 1988 and 1992, preventing 789 fatal crashes in that period. In Tasmania, RBT was credited with reducing all serious crashes by 24% in its first year. Similar results have been reported in a number of other countries. Most recently, Ireland’s introduction of RBT in July 2006 was reported to have reduced total annual road fatalities by 19% from the preceding 12 months.",neutral,,unrelated,mediated,data\5.csv,5_94,1114
5,95,Sobrietytest,ARG,11,"Of course drink driving is wrong. You are wasting time trying to convince us of that – we all know it. The debate has to be about whether random testing will do anything, and whether it is proportionate to the problem concerned. People still continue to drink drive regardless of knowing they are breaking the law and aware that they may be breath tested. Roads and transport ministers in Australia have even been booked for drink driving.",7.0,"Random alcohol tests are more effective than alternative measures. The federal Justice Department of Canada moved to implement Random Breath Testing (RBT), concluding: ""a system of random checks is more effective than a combination of other measures such as a lower threshold for blood alcohol level and more frequent RIDE checkpoints"".",attack,,attack,mediated,data\5.csv,5_95,775
5,96,Sobrietytest,ARG,11,"Of course drink driving is wrong. You are wasting time trying to convince us of that – we all know it. The debate has to be about whether random testing will do anything, and whether it is proportionate to the problem concerned. People still continue to drink drive regardless of knowing they are breaking the law and aware that they may be breath tested. Roads and transport ministers in Australia have even been booked for drink driving.",5.0,"Random alcohol breath tests reduce accidents, save lives. The Centers for Disease Control, in a 2002 Traffic Injury Prevention report, found that in general, the number of alcohol related crashes was reduced by 20% in states that implement sobriety checkpoints compared to those that do not.",attack,,attack,mediated,data\5.csv,5_96,730
5,97,Sobrietytest,ARG,11,"Of course drink driving is wrong. You are wasting time trying to convince us of that – we all know it. The debate has to be about whether random testing will do anything, and whether it is proportionate to the problem concerned. People still continue to drink drive regardless of knowing they are breaking the law and aware that they may be breath tested. Roads and transport ministers in Australia have even been booked for drink driving.",9.0,"Millions of Canadians continue to drink and drive because they can do so with little fear of being stopped, let alone charged and convicted. Recent survey results and charge and conviction data indicate you could drive drunk once a week for more than 3 years before ever being charged with an impaired driving offence, and for over 6 years before ever being convicted. Other survey data would put the figures closer to 6 and a half years before a charge, and nearly 13 years before a conviction.",neutral,,unrelated,mediated,data\5.csv,5_97,934
5,98,Sobrietytest,ARG,11,"Of course drink driving is wrong. You are wasting time trying to convince us of that – we all know it. The debate has to be about whether random testing will do anything, and whether it is proportionate to the problem concerned. People still continue to drink drive regardless of knowing they are breaking the law and aware that they may be breath tested. Roads and transport ministers in Australia have even been booked for drink driving.",2.0,"Random breath tests help deter drunk driving. A 1995 review by the European Transport Safety Council concluded, ""There is wide agreement in the international scientific literature that increasing driver's perception of the risk of being detected for excess alcohol is a very important element in any package of measures to reduce alcohol related crashes"".",attack,contradiction,attack,mediated,data\5.csv,5_98,794
5,99,Osamaphoto,ARG,22,"Al-Qaeda will see withholding photos as sign of their impact. Why they released the death picture of Saddam but don't dare to release that of Osama's? The only reason is that Iraq is down but Al-Qaeda is still there, so their path of terrorism is effective. It is an encouragement to them.",20.0,"Bin Laden photos will only worsen America's image abroad. The administration likely bet that the last image of bin Laden would be the most enduring: a grotesquerie, an Arab man—albeit a murderous one—felled by a Western bullet. Is that really going to enhance America abroad? No, the president decided.",neutral,,unrelated,mediated,data\5.csv,5_99,591
5,100,Osamaphoto,ARG,22,"Al-Qaeda will see withholding photos as sign of their impact. Why they released the death picture of Saddam but don't dare to release that of Osama's? The only reason is that Iraq is down but Al-Qaeda is still there, so their path of terrorism is effective. It is an encouragement to them.",19.0,Withholding photos shows US as being respectful. There is nothing wrong with Obama wanting the U.S. to be remembered as respectful during an unforgettable moment in American history.,attack,contradiction,attack,mediated,data\5.csv,5_100,471
5,101,Osamaphoto,ARG,22,"Al-Qaeda will see withholding photos as sign of their impact. Why they released the death picture of Saddam but don't dare to release that of Osama's? The only reason is that Iraq is down but Al-Qaeda is still there, so their path of terrorism is effective. It is an encouragement to them.",18.0,"Gloating with photos will cheapen achievement of killing Osama. White House Press Secretary Jay Carney likened such a move to 'spiking the football,' the sort of grandstanding that tends to cheapen rather than exalt real achievement.",attack,contradiction,attack,mediated,data\5.csv,5_101,522
5,102,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",2.0,"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory"".",attack,contradiction,attack,mediated,data\5.csv,5_102,544
5,103,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",16.0,"Upside of photos insufficient to counter inflammation. Ibrahim Hooper, director of the Council on American-Islamic Relations, said releasing macabre pictures ""would be unnecessarily inflaming passions in many areas of the world. Why take that risk? The upside is not going to be that great no matter what you do.""",attack,contradiction,attack,mediated,data\5.csv,5_103,542
5,104,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",7.0,Releasing Bin Laden photos is a national security risk.,neutral,,unrelated,mediated,data\5.csv,5_104,284
5,105,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",8.0,"Osama photos likely to provoke violence at US embassies. Secretary of State Hilary Clinton and Secretary of Defense Robert Gates vocally worried that the images would provoke anti-American violence at embassies, consulates, and military bases overseas.",attack,,attack,mediated,data\5.csv,5_105,481
5,106,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",12.0,"Osama photos could become icons for rallying extremists. Obama defended his decision to withhold photos of Bin Laden's dead body in an interview with CBS News program 60 Minutes, saying U.S. officials did not want to give extremist groups the ability to use the photos as ''propaganda tools.'' He tells 60 Minutes: ''I think Americans and people around the world are glad that he is gone. But we don't need to spike the football.''",attack,contradiction,attack,mediated,data\5.csv,5_106,660
5,107,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",14.0,No Middle East allies thought photos would be in their interests. Secretary of State Hillary Rodham Clinton consulted with allies in the Middle East and reported that none thought the release of the photos would be in their interests.,neutral,,unrelated,mediated,data\5.csv,5_107,463
5,108,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",18.0,"Gloating with photos will cheapen achievement of killing Osama. White House Press Secretary Jay Carney likened such a move to 'spiking the football,' the sort of grandstanding that tends to cheapen rather than exalt real achievement.",neutral,,unrelated,mediated,data\5.csv,5_108,462
5,109,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",13.0,Bin Laden photo could be seen as insensitive trophies. President Obama said about his decision not to release the photos: ''That's not who we are. We don't trot this stuff out as trophies.'',attack,,attack,mediated,data\5.csv,5_109,419
5,110,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",19.0,Withholding photos shows US as being respectful. There is nothing wrong with Obama wanting the U.S. to be remembered as respectful during an unforgettable moment in American history.,attack,,attack,mediated,data\5.csv,5_110,411
5,111,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",20.0,"Bin Laden photos will only worsen America's image abroad. The administration likely bet that the last image of bin Laden would be the most enduring: a grotesquerie, an Arab man—albeit a murderous one—felled by a Western bullet. Is that really going to enhance America abroad? No, the president decided.",attack,,attack,mediated,data\5.csv,5_111,531
5,112,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",2.0,"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory"".",attack,contradiction,attack,mediated,data\5.csv,5_112,829
5,113,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",16.0,"Upside of photos insufficient to counter inflammation. Ibrahim Hooper, director of the Council on American-Islamic Relations, said releasing macabre pictures ""would be unnecessarily inflaming passions in many areas of the world. Why take that risk? The upside is not going to be that great no matter what you do.""",attack,contradiction,attack,mediated,data\5.csv,5_113,827
5,114,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",7.0,Releasing Bin Laden photos is a national security risk.,neutral,,unrelated,mediated,data\5.csv,5_114,569
5,115,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",8.0,"Osama photos likely to provoke violence at US embassies. Secretary of State Hilary Clinton and Secretary of Defense Robert Gates vocally worried that the images would provoke anti-American violence at embassies, consulates, and military bases overseas.",neutral,,unrelated,mediated,data\5.csv,5_115,766
5,116,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",12.0,"Osama photos could become icons for rallying extremists. Obama defended his decision to withhold photos of Bin Laden's dead body in an interview with CBS News program 60 Minutes, saying U.S. officials did not want to give extremist groups the ability to use the photos as ''propaganda tools.'' He tells 60 Minutes: ''I think Americans and people around the world are glad that he is gone. But we don't need to spike the football.''",attack,,attack,mediated,data\5.csv,5_116,945
5,117,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",14.0,No Middle East allies thought photos would be in their interests. Secretary of State Hillary Rodham Clinton consulted with allies in the Middle East and reported that none thought the release of the photos would be in their interests.,neutral,,unrelated,mediated,data\5.csv,5_117,748
5,118,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",18.0,"Gloating with photos will cheapen achievement of killing Osama. White House Press Secretary Jay Carney likened such a move to 'spiking the football,' the sort of grandstanding that tends to cheapen rather than exalt real achievement.",attack,contradiction,attack,mediated,data\5.csv,5_118,747
5,119,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",13.0,Bin Laden photo could be seen as insensitive trophies. President Obama said about his decision not to release the photos: ''That's not who we are. We don't trot this stuff out as trophies.'',attack,contradiction,attack,mediated,data\5.csv,5_119,704
5,120,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",19.0,Withholding photos shows US as being respectful. There is nothing wrong with Obama wanting the U.S. to be remembered as respectful during an unforgettable moment in American history.,attack,contradiction,attack,mediated,data\5.csv,5_120,696
5,121,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",20.0,"Bin Laden photos will only worsen America's image abroad. The administration likely bet that the last image of bin Laden would be the most enduring: a grotesquerie, an Arab man—albeit a murderous one—felled by a Western bullet. Is that really going to enhance America abroad? No, the president decided.",attack,,attack,mediated,data\5.csv,5_121,816
5,122,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,2.0,"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory"".",neutral,,unrelated,mediated,data\5.csv,5_122,365
5,123,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,16.0,"Upside of photos insufficient to counter inflammation. Ibrahim Hooper, director of the Council on American-Islamic Relations, said releasing macabre pictures ""would be unnecessarily inflaming passions in many areas of the world. Why take that risk? The upside is not going to be that great no matter what you do.""",neutral,,unrelated,mediated,data\5.csv,5_123,363
5,124,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,7.0,Releasing Bin Laden photos is a national security risk.,neutral,,unrelated,mediated,data\5.csv,5_124,105
5,125,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,8.0,"Osama photos likely to provoke violence at US embassies. Secretary of State Hilary Clinton and Secretary of Defense Robert Gates vocally worried that the images would provoke anti-American violence at embassies, consulates, and military bases overseas.",neutral,,unrelated,mediated,data\5.csv,5_125,302
5,126,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,12.0,"Osama photos could become icons for rallying extremists. Obama defended his decision to withhold photos of Bin Laden's dead body in an interview with CBS News program 60 Minutes, saying U.S. officials did not want to give extremist groups the ability to use the photos as ''propaganda tools.'' He tells 60 Minutes: ''I think Americans and people around the world are glad that he is gone. But we don't need to spike the football.''",neutral,,unrelated,mediated,data\5.csv,5_126,481
5,127,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,14.0,No Middle East allies thought photos would be in their interests. Secretary of State Hillary Rodham Clinton consulted with allies in the Middle East and reported that none thought the release of the photos would be in their interests.,attack,,attack,mediated,data\5.csv,5_127,284
5,128,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,18.0,"Gloating with photos will cheapen achievement of killing Osama. White House Press Secretary Jay Carney likened such a move to 'spiking the football,' the sort of grandstanding that tends to cheapen rather than exalt real achievement.",neutral,,unrelated,mediated,data\5.csv,5_128,283
5,129,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,13.0,Bin Laden photo could be seen as insensitive trophies. President Obama said about his decision not to release the photos: ''That's not who we are. We don't trot this stuff out as trophies.'',neutral,,unrelated,mediated,data\5.csv,5_129,240
5,130,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,19.0,Withholding photos shows US as being respectful. There is nothing wrong with Obama wanting the U.S. to be remembered as respectful during an unforgettable moment in American history.,neutral,,unrelated,mediated,data\5.csv,5_130,232
5,131,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,20.0,"Bin Laden photos will only worsen America's image abroad. The administration likely bet that the last image of bin Laden would be the most enduring: a grotesquerie, an Arab man—albeit a murderous one—felled by a Western bullet. Is that really going to enhance America abroad? No, the president decided.",neutral,,unrelated,mediated,data\5.csv,5_131,352
5,132,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,2.0,"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory"".",neutral,,unrelated,mediated,data\5.csv,5_132,372
5,133,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,16.0,"Upside of photos insufficient to counter inflammation. Ibrahim Hooper, director of the Council on American-Islamic Relations, said releasing macabre pictures ""would be unnecessarily inflaming passions in many areas of the world. Why take that risk? The upside is not going to be that great no matter what you do.""",neutral,,unrelated,mediated,data\5.csv,5_133,370
5,134,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,7.0,Releasing Bin Laden photos is a national security risk.,neutral,,unrelated,mediated,data\5.csv,5_134,112
5,135,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,8.0,"Osama photos likely to provoke violence at US embassies. Secretary of State Hilary Clinton and Secretary of Defense Robert Gates vocally worried that the images would provoke anti-American violence at embassies, consulates, and military bases overseas.",neutral,,unrelated,mediated,data\5.csv,5_135,309
5,136,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,12.0,"Osama photos could become icons for rallying extremists. Obama defended his decision to withhold photos of Bin Laden's dead body in an interview with CBS News program 60 Minutes, saying U.S. officials did not want to give extremist groups the ability to use the photos as ''propaganda tools.'' He tells 60 Minutes: ''I think Americans and people around the world are glad that he is gone. But we don't need to spike the football.''",attack,,attack,mediated,data\5.csv,5_136,488
5,137,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,14.0,No Middle East allies thought photos would be in their interests. Secretary of State Hillary Rodham Clinton consulted with allies in the Middle East and reported that none thought the release of the photos would be in their interests.,neutral,,unrelated,mediated,data\5.csv,5_137,291
5,138,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,18.0,"Gloating with photos will cheapen achievement of killing Osama. White House Press Secretary Jay Carney likened such a move to 'spiking the football,' the sort of grandstanding that tends to cheapen rather than exalt real achievement.",neutral,,unrelated,mediated,data\5.csv,5_138,290
5,139,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,13.0,Bin Laden photo could be seen as insensitive trophies. President Obama said about his decision not to release the photos: ''That's not who we are. We don't trot this stuff out as trophies.'',neutral,,unrelated,mediated,data\5.csv,5_139,247
5,140,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,19.0,Withholding photos shows US as being respectful. There is nothing wrong with Obama wanting the U.S. to be remembered as respectful during an unforgettable moment in American history.,neutral,,unrelated,mediated,data\5.csv,5_140,239
5,141,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,20.0,"Bin Laden photos will only worsen America's image abroad. The administration likely bet that the last image of bin Laden would be the most enduring: a grotesquerie, an Arab man—albeit a murderous one—felled by a Western bullet. Is that really going to enhance America abroad? No, the president decided.",neutral,,unrelated,mediated,data\5.csv,5_141,359
5,142,Privatizingsocialsecurity,ARG,10,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,2.0,"If Social Security were privatized, people would deposit their income with a bank. People actually save resources that businesses can invest. We, as true savers, get more resources in the future.",neutral,,unrelated,mediated,data\5.csv,5_142,385
5,143,Privatizingsocialsecurity,ARG,10,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,12.0,"Social Security represents a bad deal for postwar Americans. Moreover, the deal has gotten worse over time. Baby boomers are projected to lose roughly 5 cents of every dollar they earn to the OASI program in taxes net of benefits. Generation X=ers and today=s children will lose over 7 cents of every dollar they earn in net taxes. These losses assume no adjustment to Social Security=s taxes or benefits. But, as indicated above, major adjustments are inevitable unless the system is privatized. If OASI taxes are raised immediately by the amount needed to pay for OASI benefits on an ongoing basis, baby boomers will forfeit 6 cents of every dollar they earn in net OASI taxes. Those born after the baby boom will forfeit 10 cents of every dollar they earn.",attack,,attack,mediated,data\5.csv,5_143,949
5,144,Privatizingsocialsecurity,ARG,10,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,7.0,"While Americans in retirement or approaching retirement would stay in the current system, younger workers should have the option to invest a portion of their money in financial assets other than U.S. Treasuries. These accounts would be the ultimate ""lock box"" - they would prevent politicians in Washington from raiding the Trust Fund. The truth is that taxpayers bailout politicians every year thanks to Social Security. Congress and the White House spend more money than they have so they steal money from Social Security to help pay for it. That needs to stop and there is no responsible way of doing that except with personal accounts.",attack,,attack,mediated,data\5.csv,5_144,829
5,145,Privatizingsocialsecurity,ARG,10,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,6.0,Private accounts prevent politicians taking from social security.,neutral,,unrelated,mediated,data\5.csv,5_145,255
5,146,Privatizingsocialsecurity,ARG,9,"Privatizing social security would wrongly enrich banks. Privatization would represent a windfall for Wall Street financial institutions, who would obtain significant fees for managing private accounts.",2.0,"If Social Security were privatized, people would deposit their income with a bank. People actually save resources that businesses can invest. We, as true savers, get more resources in the future.",attack,contradiction,attack,mediated,data\5.csv,5_146,396
5,147,Privatizingsocialsecurity,ARG,9,"Privatizing social security would wrongly enrich banks. Privatization would represent a windfall for Wall Street financial institutions, who would obtain significant fees for managing private accounts.",4.0,"Social Security drains capital from the poorest areas of the country, leaving less money available for new investment and job creation. Privatization would increase national savings and provide a new pool of capital for investment that would be particularly beneficial to the poor.",attack,contradiction,attack,mediated,data\5.csv,5_147,482
5,148,Privatizingsocialsecurity,ARG,9,"Privatizing social security would wrongly enrich banks. Privatization would represent a windfall for Wall Street financial institutions, who would obtain significant fees for managing private accounts.",12.0,"Social Security represents a bad deal for postwar Americans. Moreover, the deal has gotten worse over time. Baby boomers are projected to lose roughly 5 cents of every dollar they earn to the OASI program in taxes net of benefits. Generation X=ers and today=s children will lose over 7 cents of every dollar they earn in net taxes. These losses assume no adjustment to Social Security=s taxes or benefits. But, as indicated above, major adjustments are inevitable unless the system is privatized. If OASI taxes are raised immediately by the amount needed to pay for OASI benefits on an ongoing basis, baby boomers will forfeit 6 cents of every dollar they earn in net OASI taxes. Those born after the baby boom will forfeit 10 cents of every dollar they earn.",attack,,attack,mediated,data\5.csv,5_148,960
5,149,Privatizingsocialsecurity,ARG,9,"Privatizing social security would wrongly enrich banks. Privatization would represent a windfall for Wall Street financial institutions, who would obtain significant fees for managing private accounts.",6.0,Private accounts prevent politicians taking from social security.,neutral,,unrelated,mediated,data\5.csv,5_149,266
5,150,Privatizingsocialsecurity,ARG,8,"Privatization during economic crisis would have been disaster. Privatization in the midst of the greatest economic downturn since the Great Depression would have caused households to have lost even more of their assets, had their investments been invested in the U.S. stock market.",2.0,"If Social Security were privatized, people would deposit their income with a bank. People actually save resources that businesses can invest. We, as true savers, get more resources in the future.",attack,contradiction,attack,mediated,data\5.csv,5_150,476
5,151,Privatizingsocialsecurity,ARG,8,"Privatization during economic crisis would have been disaster. Privatization in the midst of the greatest economic downturn since the Great Depression would have caused households to have lost even more of their assets, had their investments been invested in the U.S. stock market.",4.0,"Social Security drains capital from the poorest areas of the country, leaving less money available for new investment and job creation. Privatization would increase national savings and provide a new pool of capital for investment that would be particularly beneficial to the poor.",attack,contradiction,attack,mediated,data\5.csv,5_151,562
