t/0/_id,t/0/__text,h/_id,h/__text,_task,_id,_topic,_complex-attack,_argument,_entailment,t/1/_id,t/1/__text,_aargument
13,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",15,"Libyan rebels want a no-fly zone. Rebel fighter Ali Suleiman said on March 7th, 2011: ""We don't want a foreign military intervention, but we do want a no-fly zone."" Suleiman said the rebels can take on ""the rockets and the tanks, but not Gadhafi's air force.""",ARG,192,Noflyzone,mediated,unrelated,,,,
13,"No-fly zone will not help the Libyan rebels much. Inspired as I am, and convinced that the cause for which the revolutionaries are now fighting in Libya is the right one, I would still argue against any commitment to a no-fly zone. My reasons are simple. To begin with, having seen up close the effects of Gaddafi’s air strikes, I’m not convinced that preventing them happening would alone give that much more of a military advantage to rebel fighters on the ground at this stage. Passionate and committed to the fight the rebels most certainly are, but so far they have failed to display any cohesive strategy or organisation on the battlefield that would allow them to capitalise effectively on such support.",7,No fly zone in Libya prevents a massacre.,ARG,193,Noflyzone,mediated,attack,contradiction,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",2,"No-fly zone would significantly benefit Libyan rebels. General McPeak said to New York Times: ""I think it would have a real impact. It might change their calculation of who might come out on top. Just the mere announcement of this might have an impact"".",ARG,194,Noflyzone,mediated,attack,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",14,"Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed.",ARG,195,Noflyzone,mediated,unrelated,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",10,"Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy.",ARG,196,Noflyzone,mediated,unrelated,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",12,"Libyans cannot oust Gaddafi on their own. Even accepting the White House argument that revolutionary movements don't want U.S. involvement, a position echoed by many Libyan rebels, it is inevitable that they will require U.S. support, if not the day before an autocrat falls, then the day after. Timing is crucial if America's supposedly odious, imperious hand is to engage unmoored states and fledgling democracies. Ill-conceived elections need only happen once -- for example, in Iran in 1979 -- and then never again. The fear, therefore, should be organized extremists finding opportunity in chaos.",ARG,197,Noflyzone,mediated,attack,contradiction,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",18,Show of resolve with no-fly zone could change things. A show of international resolve would give encouragement to waverers in the pro-government ranks and could persuade the Libyan despot to negotiate his departure.,ARG,198,Noflyzone,mediated,attack,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",4,No-fly zone undermines main Libyan regime advantage: airpower.,ARG,199,Noflyzone,mediated,attack,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",16,"Air transport is dynamically important; no-fly zone effective. Tribal militiamen, ferried by air from the Sahara, were deployed on the streets of Tripoli on February 21st and bloodily put down resistance there. A few days later, air transport was crucial again to Colonel Qaddafi's plan to recapture coastal towns close to Tripoli from rebel hands.",ARG,200,Noflyzone,mediated,attack,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",15,"Libyan rebels want a no-fly zone. Rebel fighter Ali Suleiman said on March 7th, 2011: ""We don't want a foreign military intervention, but we do want a no-fly zone."" Suleiman said the rebels can take on ""the rockets and the tanks, but not Gadhafi's air force.""",ARG,201,Noflyzone,mediated,attack,,,,
3,"Libyan rebels can succeed without no-fly zone. The excessive violence against protesters by Muammar Gaddafi's forces, including the use of air power against civilians, has triggered the rebellion of much of the country and the defection of many military officers to the side of the rebels. Libyan rebels now control the majority of the country, Gaddafi has limited control outside of the capital and his tribal stronghold of Sirt, and most of the military has not committed itself to Gaddafi's defense. Given time, the rebels seem poised to overthrow Gaddafi without outside help.",7,No fly zone in Libya prevents a massacre.,ARG,202,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",2,"No-fly zone would significantly benefit Libyan rebels. General McPeak said to New York Times: ""I think it would have a real impact. It might change their calculation of who might come out on top. Just the mere announcement of this might have an impact"".",ARG,203,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",14,"Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed.",ARG,204,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",10,"Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy.",ARG,205,Noflyzone,mediated,unrelated,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",12,"Libyans cannot oust Gaddafi on their own. Even accepting the White House argument that revolutionary movements don't want U.S. involvement, a position echoed by many Libyan rebels, it is inevitable that they will require U.S. support, if not the day before an autocrat falls, then the day after. Timing is crucial if America's supposedly odious, imperious hand is to engage unmoored states and fledgling democracies. Ill-conceived elections need only happen once -- for example, in Iran in 1979 -- and then never again. The fear, therefore, should be organized extremists finding opportunity in chaos.",ARG,206,Noflyzone,mediated,attack,contradiction,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",18,Show of resolve with no-fly zone could change things. A show of international resolve would give encouragement to waverers in the pro-government ranks and could persuade the Libyan despot to negotiate his departure.,ARG,207,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",4,No-fly zone undermines main Libyan regime advantage: airpower.,ARG,208,Noflyzone,mediated,unrelated,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",16,"Air transport is dynamically important; no-fly zone effective. Tribal militiamen, ferried by air from the Sahara, were deployed on the streets of Tripoli on February 21st and bloodily put down resistance there. A few days later, air transport was crucial again to Colonel Qaddafi's plan to recapture coastal towns close to Tripoli from rebel hands.",ARG,209,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",15,"Libyan rebels want a no-fly zone. Rebel fighter Ali Suleiman said on March 7th, 2011: ""We don't want a foreign military intervention, but we do want a no-fly zone."" Suleiman said the rebels can take on ""the rockets and the tanks, but not Gadhafi's air force.""",ARG,210,Noflyzone,mediated,attack,,,,
11,"A no-fly zone would taint not just the Libyan rebels, but the whole Arab pro-democracy movement, as western stooges, sapping the uprising of its home-grown vitality. The Arab League vote in favour represented the region's elites. The ""Arab street"" would be far more hostile to western intervention, especially if civilians were harmed. Al-Qaida could exploit the consequent turmoil to present itself as the defender of Arab sovereignty and pride.",7,No fly zone in Libya prevents a massacre.,ARG,211,Noflyzone,mediated,attack,,,,
5,No fly zones have a history of limited effectiveness.,2,"No-fly zone would significantly benefit Libyan rebels. General McPeak said to New York Times: ""I think it would have a real impact. It might change their calculation of who might come out on top. Just the mere announcement of this might have an impact"".",ARG,212,Noflyzone,mediated,attack,contradiction,,,
5,No fly zones have a history of limited effectiveness.,14,"Helping rebels in Libya is of great strategic value. Libya is not our backyard. But what happens there and in the other countries of the Maghreb matters to us Europeans very much. If those who have overturned dictatorships in Tunisia and Egypt (and hopefully Libya) in this ''Arab spring'' can create effective, broadly secular democratic republics on the model of Turkey, Europe's crucial relationship with its southern (and oil-providing) neighbours will be fundamentally altered to the advantage of both. If they fail, then dictatorships will inevitably follow – and very likely extremist Islamist ones. The nature of our neighbourhood is being decided on the dusty streets of Libya's towns and that matters to us very much indeed.",ARG,213,Noflyzone,mediated,unrelated,,,,
5,No fly zones have a history of limited effectiveness.,10,"Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy.",ARG,214,Noflyzone,mediated,attack,,,,
5,No fly zones have a history of limited effectiveness.,12,"Libyans cannot oust Gaddafi on their own. Even accepting the White House argument that revolutionary movements don't want U.S. involvement, a position echoed by many Libyan rebels, it is inevitable that they will require U.S. support, if not the day before an autocrat falls, then the day after. Timing is crucial if America's supposedly odious, imperious hand is to engage unmoored states and fledgling democracies. Ill-conceived elections need only happen once -- for example, in Iran in 1979 -- and then never again. The fear, therefore, should be organized extremists finding opportunity in chaos.",ARG,215,Noflyzone,mediated,unrelated,,,,
5,No fly zones have a history of limited effectiveness.,18,Show of resolve with no-fly zone could change things. A show of international resolve would give encouragement to waverers in the pro-government ranks and could persuade the Libyan despot to negotiate his departure.,ARG,216,Noflyzone,mediated,attack,contradiction,,,
5,No fly zones have a history of limited effectiveness.,4,No-fly zone undermines main Libyan regime advantage: airpower.,ARG,217,Noflyzone,mediated,attack,contradiction,,,
5,No fly zones have a history of limited effectiveness.,16,"Air transport is dynamically important; no-fly zone effective. Tribal militiamen, ferried by air from the Sahara, were deployed on the streets of Tripoli on February 21st and bloodily put down resistance there. A few days later, air transport was crucial again to Colonel Qaddafi's plan to recapture coastal towns close to Tripoli from rebel hands.",ARG,218,Noflyzone,mediated,attack,contradiction,,,
5,No fly zones have a history of limited effectiveness.,15,"Libyan rebels want a no-fly zone. Rebel fighter Ali Suleiman said on March 7th, 2011: ""We don't want a foreign military intervention, but we do want a no-fly zone."" Suleiman said the rebels can take on ""the rockets and the tanks, but not Gadhafi's air force.""",ARG,219,Noflyzone,mediated,attack,,,,
5,No fly zones have a history of limited effectiveness.,7,No fly zone in Libya prevents a massacre.,ARG,220,Noflyzone,mediated,attack,contradiction,,,
4,"Racial airport security profiling is also unworkable. Once aware of national profiling, terrorists will simply use people from ""non-profiled"" countries or origins, like FBI most-wanted Qaeda suspect Adam Gadahn, an American.",6,"Profiling will use such information as nervousness at airport. We're not talking only about profiling Muslims. We need to take a lesson from the Israelis. When you go through security checkpoints in Tel Aviv airport, you have very highly trained screeners. Someone who is about to carry on a terrorist attack acts nervous, acts suspicious under such scrutiny.""",ARG,221,Securityprofiling,mediated,unrelated,,,,
4,"Racial airport security profiling is also unworkable. Once aware of national profiling, terrorists will simply use people from ""non-profiled"" countries or origins, like FBI most-wanted Qaeda suspect Adam Gadahn, an American.",3,"One solution is to use information about passengers (voluntarily provided and readily assessable) to eliminate those who have negligible risk factors, which should be the case for 60 to 70 percent of passengers. Then apply state-of-the art technologies for the remaining pool of passengers, for which less information is known, and subject them to the highest level of security screening, and in some cases, not allow them to fly. We can call this behavioral profiling, information profiling, or whatever we wish. However, until we use security resources appropriately, we will never achieve a secure air system.",ARG,222,Securityprofiling,mediated,attack,contradiction,,,
4,"Racial airport security profiling is also unworkable. Once aware of national profiling, terrorists will simply use people from ""non-profiled"" countries or origins, like FBI most-wanted Qaeda suspect Adam Gadahn, an American.",10,"Profiling would have caught Christmas day bomber. Brigitte Gabriel, founder and president of ACT! for America, said in December of 2009 that profiling would have picked-up on would-be Christmas Day bomber Umar Farouk Abdulmutallab: ""He paid for his ticket in cash. He did not have any luggage. He has a one-way ticket to the United States. And he is coming to a religious ceremony. It doesn't take more than two brain cells for anybody who is trained in this area to identify this guy as a bomber.",ARG,223,Securityprofiling,mediated,unrelated,,,,
4,"Racial airport security profiling is also unworkable. Once aware of national profiling, terrorists will simply use people from ""non-profiled"" countries or origins, like FBI most-wanted Qaeda suspect Adam Gadahn, an American.",7,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",ARG,224,Securityprofiling,mediated,attack,contradiction,,,
4,"Racial airport security profiling is also unworkable. Once aware of national profiling, terrorists will simply use people from ""non-profiled"" countries or origins, like FBI most-wanted Qaeda suspect Adam Gadahn, an American.",2,"Terrorists are most often Muslims; worth profiling them at the airport. We have to talk about the taboo topic of profiling because terrorism experts are increasingly recognizing that religious ideology makes terrorist organizations and terrorists more likely to commit heinous crimes against civilians, such as blowing an airliner out of the sky. Certainly, it's not an easy or comfortable conversation but it's one, I believe, we must have.",ARG,225,Securityprofiling,mediated,attack,contradiction,,,
5,"Terrorists can easily beat profiling systems and, even worse, profiling creates two paths through security: one with less scrutiny and one with more. And once you do that, you invite the terrorists to take the path with less scrutiny. That is, a terrorist group can safely probe any profiling system and figure out how to beat the profile. And once they do, they're going to get through airport security with the minimum level of screening every time.",6,"Profiling will use such information as nervousness at airport. We're not talking only about profiling Muslims. We need to take a lesson from the Israelis. When you go through security checkpoints in Tel Aviv airport, you have very highly trained screeners. Someone who is about to carry on a terrorist attack acts nervous, acts suspicious under such scrutiny.""",ARG,226,Securityprofiling,mediated,attack,,,,
5,"Terrorists can easily beat profiling systems and, even worse, profiling creates two paths through security: one with less scrutiny and one with more. And once you do that, you invite the terrorists to take the path with less scrutiny. That is, a terrorist group can safely probe any profiling system and figure out how to beat the profile. And once they do, they're going to get through airport security with the minimum level of screening every time.",3,"One solution is to use information about passengers (voluntarily provided and readily assessable) to eliminate those who have negligible risk factors, which should be the case for 60 to 70 percent of passengers. Then apply state-of-the art technologies for the remaining pool of passengers, for which less information is known, and subject them to the highest level of security screening, and in some cases, not allow them to fly. We can call this behavioral profiling, information profiling, or whatever we wish. However, until we use security resources appropriately, we will never achieve a secure air system.",ARG,227,Securityprofiling,mediated,attack,contradiction,,,
5,"Terrorists can easily beat profiling systems and, even worse, profiling creates two paths through security: one with less scrutiny and one with more. And once you do that, you invite the terrorists to take the path with less scrutiny. That is, a terrorist group can safely probe any profiling system and figure out how to beat the profile. And once they do, they're going to get through airport security with the minimum level of screening every time.",10,"Profiling would have caught Christmas day bomber. Brigitte Gabriel, founder and president of ACT! for America, said in December of 2009 that profiling would have picked-up on would-be Christmas Day bomber Umar Farouk Abdulmutallab: ""He paid for his ticket in cash. He did not have any luggage. He has a one-way ticket to the United States. And he is coming to a religious ceremony. It doesn't take more than two brain cells for anybody who is trained in this area to identify this guy as a bomber.",ARG,228,Securityprofiling,mediated,attack,,,,
5,"Terrorists can easily beat profiling systems and, even worse, profiling creates two paths through security: one with less scrutiny and one with more. And once you do that, you invite the terrorists to take the path with less scrutiny. That is, a terrorist group can safely probe any profiling system and figure out how to beat the profile. And once they do, they're going to get through airport security with the minimum level of screening every time.",7,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",ARG,229,Securityprofiling,mediated,attack,contradiction,,,
5,"Terrorists can easily beat profiling systems and, even worse, profiling creates two paths through security: one with less scrutiny and one with more. And once you do that, you invite the terrorists to take the path with less scrutiny. That is, a terrorist group can safely probe any profiling system and figure out how to beat the profile. And once they do, they're going to get through airport security with the minimum level of screening every time.",2,"Terrorists are most often Muslims; worth profiling them at the airport. We have to talk about the taboo topic of profiling because terrorism experts are increasingly recognizing that religious ideology makes terrorist organizations and terrorists more likely to commit heinous crimes against civilians, such as blowing an airliner out of the sky. Certainly, it's not an easy or comfortable conversation but it's one, I believe, we must have.",ARG,230,Securityprofiling,mediated,attack,contradiction,,,
11,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",6,"Profiling will use such information as nervousness at airport. We're not talking only about profiling Muslims. We need to take a lesson from the Israelis. When you go through security checkpoints in Tel Aviv airport, you have very highly trained screeners. Someone who is about to carry on a terrorist attack acts nervous, acts suspicious under such scrutiny.""",ARG,231,Securityprofiling,mediated,attack,,,,
11,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",3,"One solution is to use information about passengers (voluntarily provided and readily assessable) to eliminate those who have negligible risk factors, which should be the case for 60 to 70 percent of passengers. Then apply state-of-the art technologies for the remaining pool of passengers, for which less information is known, and subject them to the highest level of security screening, and in some cases, not allow them to fly. We can call this behavioral profiling, information profiling, or whatever we wish. However, until we use security resources appropriately, we will never achieve a secure air system.",ARG,232,Securityprofiling,mediated,attack,,,,
11,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",10,"Profiling would have caught Christmas day bomber. Brigitte Gabriel, founder and president of ACT! for America, said in December of 2009 that profiling would have picked-up on would-be Christmas Day bomber Umar Farouk Abdulmutallab: ""He paid for his ticket in cash. He did not have any luggage. He has a one-way ticket to the United States. And he is coming to a religious ceremony. It doesn't take more than two brain cells for anybody who is trained in this area to identify this guy as a bomber.",ARG,233,Securityprofiling,mediated,unrelated,,,,
11,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",7,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",ARG,234,Securityprofiling,mediated,attack,,,,
11,"Profiling counterproductively contributes to fear and insecurity. Ibrahim Hooper of the Council on American-Islamic Relations (CAIR) said in December of 2009 after the Christmas Day Bomber incident: ""While everyone supports robust airline security measures, racial and religious profiling are in fact counterproductive and can lead to a climate of insecurity and fear.""",2,"Terrorists are most often Muslims; worth profiling them at the airport. We have to talk about the taboo topic of profiling because terrorism experts are increasingly recognizing that religious ideology makes terrorist organizations and terrorists more likely to commit heinous crimes against civilians, such as blowing an airliner out of the sky. Certainly, it's not an easy or comfortable conversation but it's one, I believe, we must have.",ARG,235,Securityprofiling,mediated,unrelated,,,,
16,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",13,"Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020.",ARG,236,Solarenergy,mediated,attack,,,,
16,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",14,"A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute.",ARG,237,Solarenergy,mediated,unrelated,,,,
16,"Solar panels collect approximately 8 to 15% of the energy that reaches them, while coal-powered plants achieve about 35% efficiency.",15,"Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades"".",ARG,238,Solarenergy,mediated,attack,,,,
17,"While sunlight is free, the technology for capturing it is expensive. It is misleading to say that sunlight energy is free. The price of energy resources have always been determined by cost of extracting the energy and transforming it into a consumable form. Indeed, oil is ""free"" to those that discover it, but it is sold at a price related to the expense of extracting and refining the good. Solar energy is the same. The price of sun energy is found in the expense of the technology and other factors involved in extracting it and transforming it into a consumable form. It is not ""free"".",4,"Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy.",ARG,239,Solarenergy,mediated,attack,,,,
3,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",4,"Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy.",ARG,240,Solarenergy,mediated,attack,,,,
3,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",13,"Is it possible that solar power will be more cost effective than coal in 12 years? It seems like a pipe dream, but the US government along with huge investors like Goldman Sachs, Chevron, and Google seem to think it's a little better than just a distant possibility. Factoring in tax incentives, likely carbon-capping legislation, and rising natural gas prices, experts are estimating that the prices of coal and solar power will flip-flop by 2020.",ARG,241,Solarenergy,mediated,attack,contradiction,,,
3,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",15,"Larry Page, Google co-founder said in late 2007, ""With talented technologists, great partners and significant investments, we hope to rapidly push forward. Our goal is to produce one gigawatt of renewable energy capacity that is cheaper than coal. We are optimistic this can be done in years, not decades"".",ARG,242,Solarenergy,mediated,attack,,,,
3,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",14,"A new combination of nano and solar technology has made it possible for solar electric generation to be cheaper than burning coal. Nanosolar, Inc. has developed a way to produce a type of ink that absorbs solar radiation and converts into electric current. Photovoltaic (PV) sheets are produced by a machine similar to a printing press, which rolls out the PV ink onto sheets approximately the width of aluminum foil. These PV sheets can be produced at a rate of hundreds of feet per minute.",ARG,243,Solarenergy,mediated,attack,,,,
3,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",12,Many solar energy systems are now price competitive with coal.,ARG,244,Solarenergy,mediated,attack,,,,
